Latitude (decimal degrees):	50.937
Longitude (decimal degrees):	6.984
Elevation (m):	49
Radiation database:	PVGIS-SARAH2


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	10.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20180119:0910,961.9,139.01,11.33,2.21,4.14,0.0
20180119:1010,1436.8,185.0,15.93,3.17,4.41,0.0
20180119:1110,367.3,57.0,18.38,3.87,5.24,0.0
20180119:1210,316.8,51.0,18.44,4.37,4.97,0.0
20180119:1310,895.5,119.0,16.11,4.69,4.55,0.0
20180119:1410,430.3,65.0,11.61,4.76,3.86,0.0
20180119:1510,210.0,50.9,5.33,4.38,3.1,0.0
20180119:1610,0.0,0.0,0.0,3.41,2.62,0.0
20180119:1710,0.0,0.0,0.0,2.41,2.41,0.0
20180119:1810,0.0,0.0,0.0,1.64,2.48,0.0
20180119:1910,0.0,0.0,0.0,1.68,3.03,0.0
20180119:2010,0.0,0.0,0.0,1.44,3.17,0.0
20180119:2110,0.0,0.0,0.0,1.38,3.31,0.0
20180119:2210,0.0,0.0,0.0,1.24,3.31,0.0
20180119:2310,0.0,0.0,0.0,1.18,3.45,0.0
20180120:0010,0.0,0.0,0.0,0.81,3.38,0.0
20180120:0110,0.0,0.0,0.0,0.67,3.24,0.0
20180120:0210,0.0,0.0,0.0,0.55,3.31,0.0
20180120:0310,0.0,0.0,0.0,0.79,3.45,0.0
20180120:0410,0.0,0.0,0.0,1.08,3.45,0.0
20180120:0510,0.0,0.0,0.0,1.24,3.38,0.0
20180120:0610,0.0,0.0,0.0,1.42,3.24,0.0
20180120:0710,0.0,0.0,0.0,0.71,2.83,0.0
20180120:0810,171.8,35.52,5.11,0.63,2.69,0.0
20180120:0910,770.7,108.0,11.49,1.53,2.62,0.0
20180120:1010,951.4,125.0,16.11,2.81,2.55,0.0
20180120:1110,1148.9,147.0,18.59,3.47,2.9,0.0
20180120:1210,555.2,79.0,18.66,3.28,2.9,0.0
20180120:1310,624.7,87.0,16.33,3.04,3.24,0.0
20180120:1410,81.5,20.0,11.83,2.35,3.24,0.0
20180120:1510,25.7,11.0,5.55,1.68,2.14,0.0
20180120:1610,0.0,0.0,0.0,1.38,2.0,0.0
20180120:1710,0.0,0.0,0.0,1.37,1.72,0.0
20180120:1810,0.0,0.0,0.0,1.43,1.31,0.0
20180120:1910,0.0,0.0,0.0,1.61,0.76,0.0
20180120:2010,0.0,0.0,0.0,1.45,0.97,0.0
20180120:2110,0.0,0.0,0.0,1.56,1.45,0.0
20180120:2210,0.0,0.0,0.0,1.63,2.48,0.0
20180120:2310,0.0,0.0,0.0,1.59,3.1,0.0
20180121:0010,0.0,0.0,0.0,1.54,3.52,0.0
20180121:0110,0.0,0.0,0.0,1.58,3.86,0.0
20180121:0210,0.0,0.0,0.0,1.57,3.38,0.0
20180121:0310,0.0,0.0,0.0,1.27,3.31,0.0
20180121:0410,0.0,0.0,0.0,1.13,3.17,0.0
20180121:0510,0.0,0.0,0.0,1.16,3.38,0.0
20180121:0610,0.0,0.0,0.0,1.09,3.31,0.0
20180121:0710,0.0,0.0,0.0,1.07,3.38,0.0
20180121:0810,199.4,40.64,5.27,0.89,3.03,0.0
20180121:0910,761.2,106.0,11.67,1.41,3.1,0.0
20180121:1010,593.6,83.0,16.31,2.07,3.17,0.0
20180121:1110,1504.6,188.0,18.8,2.96,3.45,0.0
20180121:1210,1665.7,208.0,18.89,3.66,3.31,0.0
20180121:1310,137.0,28.0,16.56,4.09,3.17,0.0
20180121:1410,718.6,101.0,12.06,4.23,2.83,0.0
20180121:1510,288.5,59.0,5.77,3.82,1.86,0.0
20180121:1610,0.0,0.0,0.0,2.91,1.93,0.0
20180121:1710,0.0,0.0,0.0,2.05,2.07,0.0
20180121:1810,0.0,0.0,0.0,1.36,2.28,0.0
20180121:1910,0.0,0.0,0.0,1.4,2.76,0.0
20180121:2010,0.0,0.0,0.0,1.77,3.17,0.0
20180121:2110,0.0,0.0,0.0,2.11,3.72,0.0
20180121:2210,0.0,0.0,0.0,2.19,4.14,0.0
20180121:2310,0.0,0.0,0.0,1.91,4.48,0.0
20180122:0010,0.0,0.0,0.0,1.55,4.34,0.0
20180122:0110,0.0,0.0,0.0,1.76,4.48,0.0
20180122:0210,0.0,0.0,0.0,2.05,4.34,0.0
20180122:0310,0.0,0.0,0.0,2.39,4.14,0.0
20180122:0410,0.0,0.0,0.0,2.7,3.72,0.0
20180122:0510,0.0,0.0,0.0,3.22,3.03,0.0
20180122:0610,0.0,0.0,0.0,4.04,2.21,0.0
20180122:0710,0.0,0.0,0.0,4.73,1.93,0.0
20180122:0810,172.3,35.04,5.43,5.85,2.07,0.0
20180122:0910,47.7,15.0,11.85,6.77,2.55,0.0
20180122:1010,646.0,91.0,16.51,7.3,2.76,0.0
20180122:1110,1732.5,220.0,19.02,7.36,2.97,0.0
20180122:1210,820.3,111.0,19.12,7.25,3.17,0.0
20180122:1310,1257.5,164.0,16.8,7.0,3.1,0.0
20180122:1410,578.3,84.0,12.3,7.12,2.97,0.0
20180122:1510,171.9,34.0,6.0,6.95,3.03,0.0
20180122:1610,0.0,0.0,0.0,6.17,2.9,0.0
20180122:1710,0.0,0.0,0.0,5.6,3.17,0.0
20180122:1810,0.0,0.0,0.0,5.5,3.52,0.0
20180122:1910,0.0,0.0,0.0,5.54,3.93,0.0
20180122:2010,0.0,0.0,0.0,5.5,4.07,0.0
20180122:2110,0.0,0.0,0.0,5.48,3.86,0.0
20180122:2210,0.0,0.0,0.0,5.46,3.59,0.0
20180122:2310,0.0,0.0,0.0,5.42,3.66,0.0
20180123:0010,0.0,0.0,0.0,5.29,3.59,0.0
20180123:0110,0.0,0.0,0.0,5.33,3.45,0.0
20180123:0210,0.0,0.0,0.0,5.22,3.24,0.0
20180123:0310,0.0,0.0,0.0,5.12,3.03,0.0
20180123:0410,0.0,0.0,0.0,4.88,2.83,0.0
20180123:0510,0.0,0.0,0.0,4.59,2.62,0.0
20180123:0610,0.0,0.0,0.0,4.24,2.62,0.0
20180123:0710,0.0,0.0,0.0,4.46,2.48,0.0
20180123:0810,54.6,16.0,5.6,4.21,2.69,0.0
20180123:0910,274.9,46.0,12.03,5.07,2.83,0.0
20180123:1010,607.3,86.0,16.72,6.27,2.97,0.0
20180123:1110,821.4,111.0,19.24,6.99,3.17,0.0
20180123:1210,1138.7,148.0,19.35,7.71,3.66,0.0
20180123:1310,968.0,129.0,17.04,7.99,3.52,0.0
20180123:1410,1271.0,194.01,12.53,8.33,3.79,0.0
20180123:1510,302.4,58.0,6.24,8.1,4.07,0.0
20180123:1610,0.0,0.0,0.0,7.62,4.07,0.0
20180123:1710,0.0,0.0,0.0,7.77,4.34,0.0
20180123:1810,0.0,0.0,0.0,8.1,4.55,0.0
20180123:1910,0.0,0.0,0.0,8.28,4.83,0.0
20180123:2010,0.0,0.0,0.0,8.45,4.97,0.0
20180123:2110,0.0,0.0,0.0,8.57,5.1,0.0
20180123:2210,0.0,0.0,0.0,8.87,5.1,0.0
20180123:2310,0.0,0.0,0.0,9.24,5.17,0.0
20180124:0010,0.0,0.0,0.0,9.52,5.03,0.0
20180124:0110,0.0,0.0,0.0,9.77,4.83,0.0
20180124:0210,0.0,0.0,0.0,9.94,4.55,0.0
20180124:0310,0.0,0.0,0.0,10.06,4.28,0.0
20180124:0410,0.0,0.0,0.0,10.13,4.0,0.0
20180124:0510,0.0,0.0,0.0,10.22,3.86,0.0
20180124:0610,0.0,0.0,0.0,10.24,3.86,0.0
20180124:0710,0.0,0.0,0.0,10.44,4.41,0.0
20180124:0810,153.8,32.0,5.77,10.65,4.55,0.0
20180124:0910,791.1,114.0,12.23,11.18,4.76,0.0
20180124:1010,968.5,131.0,16.93,11.58,5.03,0.0
20180124:1110,1318.5,172.0,19.47,12.06,5.38,0.0
20180124:1210,1367.7,178.0,19.59,12.46,6.0,0.0
20180124:1310,1105.5,148.0,17.28,12.54,6.21,0.0
20180124:1410,560.0,83.0,12.78,12.57,5.86,0.0
20180124:1510,110.3,25.0,6.47,12.34,6.21,0.0
20180124:1610,0.0,0.0,0.0,11.85,5.86,0.0
20180124:1710,0.0,0.0,0.0,11.67,5.86,0.0
20180124:1810,0.0,0.0,0.0,11.54,5.72,0.0
20180124:1910,0.0,0.0,0.0,10.87,5.59,0.0
20180124:2010,0.0,0.0,0.0,10.68,5.66,0.0
20180124:2110,0.0,0.0,0.0,10.58,5.79,0.0
20180124:2210,0.0,0.0,0.0,10.51,5.93,0.0
20180124:2310,0.0,0.0,0.0,10.88,6.07,0.0
20180125:0010,0.0,0.0,0.0,10.93,6.14,0.0
20180125:0110,0.0,0.0,0.0,10.57,5.79,0.0
20180125:0210,0.0,0.0,0.0,10.09,5.1,0.0
20180125:0310,0.0,0.0,0.0,9.87,4.21,0.0
20180125:0410,0.0,0.0,0.0,9.62,3.31,0.0
20180125:0510,0.0,0.0,0.0,9.31,2.76,0.0
20180125:0610,0.0,0.0,0.0,9.05,2.41,0.0
20180125:0710,0.0,0.0,0.0,8.51,1.86,0.0
20180125:0810,1.4,6.0,5.95,8.28,1.72,0.0
20180125:0910,223.1,40.0,12.43,8.49,1.72,0.0
20180125:1010,506.5,75.0,17.15,8.66,1.72,0.0
20180125:1110,632.1,90.0,19.71,8.91,1.31,0.0
20180125:1210,1091.9,144.0,19.84,9.21,1.52,0.0
20180125:1310,496.3,74.0,17.53,9.39,1.79,0.0
20180125:1410,292.4,49.0,13.03,9.37,1.79,0.0
20180125:1510,147.8,30.0,6.71,8.93,1.86,0.0
20180125:1610,0.0,0.0,0.0,8.32,1.86,0.0
20180125:1710,0.0,0.0,0.0,7.83,1.93,0.0
20180125:1810,0.0,0.0,0.0,7.58,1.86,0.0
20180125:1910,0.0,0.0,0.0,6.8,2.0,0.0
20180125:2010,0.0,0.0,0.0,6.57,1.79,0.0
20180125:2110,0.0,0.0,0.0,6.62,1.59,0.0
20180125:2210,0.0,0.0,0.0,6.39,1.59,0.0
20180125:2310,0.0,0.0,0.0,6.23,1.72,0.0
20180126:0010,0.0,0.0,0.0,6.03,1.93,0.0
20180126:0110,0.0,0.0,0.0,5.97,1.72,0.0
20180126:0210,0.0,0.0,0.0,5.62,1.72,0.0
20180126:0310,0.0,0.0,0.0,5.1,1.72,0.0
20180126:0410,0.0,0.0,0.0,4.47,1.79,0.0
20180126:0510,0.0,0.0,0.0,3.83,1.66,0.0
20180126:0610,0.0,0.0,0.0,3.49,1.79,0.0
20180126:0710,0.0,0.0,0.0,2.92,1.93,0.0
20180126:0810,5.8,7.0,6.14,2.87,1.38,0.0
20180126:0910,649.6,92.0,12.63,4.55,0.76,0.0
20180126:1010,1341.5,174.0,17.38,6.17,0.76,0.0
20180126:1110,1956.4,248.01,19.95,7.18,0.69,0.0
20180126:1210,1888.6,239.0,20.1,7.68,1.31,0.0
20180126:1310,1702.0,221.01,17.79,7.87,1.17,0.0
20180126:1410,960.8,134.0,13.28,7.97,0.83,0.0
20180126:1510,384.6,71.0,6.96,7.93,0.62,0.0
20180126:1610,0.0,0.0,0.0,7.31,0.48,0.0
20180126:1710,0.0,0.0,0.0,6.97,0.48,0.0
20180126:1810,0.0,0.0,0.0,6.48,0.69,0.0
20180126:1910,0.0,0.0,0.0,5.61,0.41,0.0
20180126:2010,0.0,0.0,0.0,4.81,0.83,0.0
20180126:2110,0.0,0.0,0.0,4.08,0.9,0.0
20180126:2210,0.0,0.0,0.0,3.84,1.1,0.0
20180126:2310,0.0,0.0,0.0,4.02,1.1,0.0
20180127:0010,0.0,0.0,0.0,4.24,0.9,0.0
20180127:0110,0.0,0.0,0.0,4.36,0.9,0.0
20180127:0210,0.0,0.0,0.0,4.5,0.76,0.0
20180127:0310,0.0,0.0,0.0,4.46,0.83,0.0
20180127:0410,0.0,0.0,0.0,4.44,0.97,0.0
20180127:0510,0.0,0.0,0.0,4.01,1.17,0.0
20180127:0610,0.0,0.0,0.0,3.98,1.1,0.0
20180127:0710,0.0,0.0,0.0,2.61,1.31,0.0
20180127:0810,191.0,36.0,6.33,2.93,1.17,0.0
20180127:0910,1211.4,171.01,12.85,3.61,1.45,0.0
20180127:1010,2152.1,280.01,17.61,4.61,1.86,0.0
20180127:1110,2518.3,317.01,20.2,5.93,2.14,0.0
20180127:1210,2675.8,338.01,20.35,6.91,2.97,0.0
20180127:1310,2246.9,294.01,18.05,7.43,2.83,0.0
20180127:1410,1447.8,212.01,13.53,7.9,3.03,0.0
20180127:1510,463.1,98.01,7.21,7.66,2.62,0.0
20180127:1610,0.0,0.0,0.0,6.62,2.69,0.0
20180127:1710,0.0,0.0,0.0,5.36,2.97,0.0
20180127:1810,0.0,0.0,0.0,4.93,3.38,0.0
20180127:1910,0.0,0.0,0.0,5.47,4.28,0.0
20180127:2010,0.0,0.0,0.0,5.59,4.62,0.0
20180127:2110,0.0,0.0,0.0,5.9,4.69,0.0
20180127:2210,0.0,0.0,0.0,6.15,4.76,0.0
20180127:2310,0.0,0.0,0.0,6.21,5.17,0.0
20180128:0010,0.0,0.0,0.0,6.15,5.24,0.0
20180128:0110,0.0,0.0,0.0,6.11,5.31,0.0
20180128:0210,0.0,0.0,0.0,6.22,5.45,0.0
20180128:0310,0.0,0.0,0.0,6.36,5.45,0.0
20180128:0410,0.0,0.0,0.0,6.39,5.24,0.0
20180128:0510,0.0,0.0,0.0,6.68,5.1,0.0
20180128:0610,0.0,0.0,0.0,6.98,4.97,0.0
20180128:0710,0.0,0.0,0.0,6.61,4.41,0.0
20180128:0810,113.6,25.0,6.53,6.91,4.34,0.0
20180128:0910,134.7,28.0,13.07,7.37,4.41,0.0
20180128:1010,433.7,66.0,17.85,8.08,4.34,0.0
20180128:1110,1179.7,153.0,20.46,8.63,4.48,0.0
20180128:1210,1324.0,170.0,20.62,9.43,5.72,0.0
20180128:1310,1281.2,167.0,18.32,10.21,6.21,0.0
20180128:1410,705.5,100.0,13.79,10.21,4.9,0.0
20180128:1510,40.8,14.0,7.46,10.21,4.69,0.0
20180128:1610,0.0,0.0,0.0,9.92,4.55,0.0
20180128:1710,0.0,0.0,0.0,9.76,4.55,0.0
20180128:1810,0.0,0.0,0.0,9.76,4.55,0.0
20180128:1910,0.0,0.0,0.0,9.14,4.76,0.0
20180128:2010,0.0,0.0,0.0,9.17,4.76,0.0
20180128:2110,0.0,0.0,0.0,9.21,4.76,0.0
20180128:2210,0.0,0.0,0.0,9.1,4.62,0.0
20180128:2310,0.0,0.0,0.0,9.03,4.62,0.0
20180129:0010,0.0,0.0,0.0,8.77,4.55,0.0
20180129:0110,0.0,0.0,0.0,8.65,4.62,0.0
20180129:0210,0.0,0.0,0.0,8.55,4.62,0.0
20180129:0310,0.0,0.0,0.0,8.41,4.62,0.0
20180129:0410,0.0,0.0,0.0,8.31,4.69,0.0
20180129:0510,0.0,0.0,0.0,8.1,4.9,0.0
20180129:0610,0.0,0.0,0.0,7.76,5.1,0.0
20180129:0710,0.0,0.0,0.0,8.02,5.24,0.0
20180129:0810,53.4,16.0,6.73,7.95,5.31,0.0
20180129:0910,294.9,49.0,13.29,8.1,5.66,0.0
20180129:1010,351.3,56.0,18.09,8.25,6.07,0.0
20180129:1110,366.8,58.0,20.72,8.77,6.83,0.0
20180129:1210,230.6,41.0,20.89,9.15,6.97,0.0
20180129:1310,293.6,49.0,18.59,9.09,6.9,0.0
20180129:1410,112.2,25.0,14.06,9.17,6.41,0.0
20180129:1510,184.9,35.0,7.71,9.11,6.34,0.0
20180129:1610,0.0,0.0,0.0,9.01,6.41,0.0
20180129:1710,0.0,0.0,0.0,8.89,6.62,0.0
20180129:1810,0.0,0.0,0.0,9.15,7.24,0.0
20180129:1910,0.0,0.0,0.0,8.92,6.76,0.0
20180129:2010,0.0,0.0,0.0,8.73,6.41,0.0
20180129:2110,0.0,0.0,0.0,7.94,5.24,0.0
20180129:2210,0.0,0.0,0.0,6.74,3.93,0.0
20180129:2310,0.0,0.0,0.0,5.76,3.31,0.0
20180130:0010,0.0,0.0,0.0,5.21,2.97,0.0
20180130:0110,0.0,0.0,0.0,4.53,2.62,0.0
20180130:0210,0.0,0.0,0.0,3.97,2.48,0.0
20180130:0310,0.0,0.0,0.0,3.36,2.34,0.0
20180130:0410,0.0,0.0,0.0,2.74,2.21,0.0
20180130:0510,0.0,0.0,0.0,2.37,2.14,0.0
20180130:0610,0.0,0.0,0.0,1.85,2.14,0.0
20180130:0710,0.0,0.0,0.0,2.39,2.0,0.0
20180130:0810,420.5,78.0,6.94,3.18,2.28,0.0
20180130:0910,1498.9,217.01,13.52,3.75,2.48,0.0
20180130:1010,2339.5,301.01,18.34,4.44,2.55,0.0
20180130:1110,2904.5,363.02,20.98,4.99,2.48,0.0
20180130:1210,2305.3,285.01,21.16,5.65,2.41,0.0
20180130:1310,2019.1,256.01,18.86,5.9,2.21,0.0
20180130:1410,1366.1,187.01,14.33,6.25,1.86,0.0
20180130:1510,501.8,86.0,7.97,6.33,1.31,0.0
20180130:1610,0.0,0.0,0.0,5.91,0.97,0.0
20180130:1710,0.0,0.0,0.0,4.66,1.86,0.0
20180130:1810,0.0,0.0,0.0,3.78,2.14,0.0
20180130:1910,0.0,0.0,0.0,3.98,2.14,0.0
20180130:2010,0.0,0.0,0.0,4.01,2.28,0.0
20180130:2110,0.0,0.0,0.0,4.56,2.55,0.0
20180130:2210,0.0,0.0,0.0,5.4,2.9,0.0
20180130:2310,0.0,0.0,0.0,6.03,3.59,0.0
20180131:0010,0.0,0.0,0.0,6.69,3.79,0.0
20180131:0110,0.0,0.0,0.0,6.99,3.59,0.0
20180131:0210,0.0,0.0,0.0,7.6,4.0,0.0
20180131:0310,0.0,0.0,0.0,8.13,4.69,0.0
20180131:0410,0.0,0.0,0.0,8.43,5.38,0.0
20180131:0510,0.0,0.0,0.0,8.71,5.59,0.0
20180131:0610,0.0,0.0,0.0,8.88,5.79,0.0
20180131:0710,0.0,0.0,0.0,8.83,5.93,0.0
20180131:0810,59.4,17.0,7.16,8.7,6.14,0.0
20180131:0910,623.3,89.0,13.76,8.55,6.48,0.0
20180131:1010,1312.7,169.0,18.6,8.35,6.62,0.0
20180131:1110,343.3,55.0,21.25,8.22,6.76,0.0
20180131:1210,664.0,93.0,21.44,8.11,6.9,0.0
20180131:1310,854.5,115.0,19.14,8.07,7.1,0.0
20180131:1410,493.5,73.0,14.6,7.93,7.03,0.0
20180131:1510,377.2,62.0,8.23,7.83,6.76,0.0
20180131:1610,0.0,0.0,0.0,7.67,7.31,0.0
20180131:1710,0.0,0.0,0.0,7.37,6.9,0.0
20180131:1810,0.0,0.0,0.0,6.58,5.66,0.0
20180131:1910,0.0,0.0,0.0,6.22,4.28,0.0
20180131:2010,0.0,0.0,0.0,5.5,4.69,0.0
20180131:2110,0.0,0.0,0.0,4.59,4.69,0.0
20180131:2210,0.0,0.0,0.0,3.79,3.93,0.0
20180131:2310,0.0,0.0,0.0,3.34,3.24,0.0
20180201:0010,0.0,0.0,0.0,2.77,2.97,0.0
20180201:0110,0.0,0.0,0.0,2.06,3.03,0.0
20180201:0210,0.0,0.0,0.0,1.92,3.1,0.0
20180201:0310,0.0,0.0,0.0,1.63,3.17,0.0
20180201:0410,0.0,0.0,0.0,1.21,3.1,0.0
20180201:0510,0.0,0.0,0.0,0.91,3.1,0.0
20180201:0610,0.0,0.0,0.0,0.72,3.24,0.0
20180201:0710,0.0,0.0,0.0,0.43,3.38,0.0
20180201:0810,491.7,91.01,7.38,0.72,3.52,0.0
20180201:0910,1566.0,219.01,14.0,1.95,3.1,0.0
20180201:1010,1020.6,132.0,18.86,3.5,3.86,0.0
20180201:1110,2379.8,290.01,21.53,4.68,4.69,0.0
20180201:1210,1158.0,148.0,21.73,5.27,4.9,0.0
20180201:1310,374.8,58.0,19.42,4.2,4.21,0.0
20180201:1410,80.7,20.0,14.87,4.05,4.21,0.0
20180201:1510,20.1,10.0,8.5,3.18,4.41,0.0
20180201:1610,0.0,0.0,0.0,2.61,3.59,0.0
20180201:1710,0.0,0.0,0.0,2.23,3.31,0.0
20180201:1810,0.0,0.0,0.0,1.52,3.1,0.0
20180201:1910,0.0,0.0,0.0,1.29,3.03,0.0
20180201:2010,0.0,0.0,0.0,0.96,3.03,0.0
20180201:2110,0.0,0.0,0.0,0.8,3.17,0.0
20180201:2210,0.0,0.0,0.0,0.7,3.24,0.0
20180201:2310,0.0,0.0,0.0,0.54,3.38,0.0
20180202:0010,0.0,0.0,0.0,0.4,3.59,0.0
20180202:0110,0.0,0.0,0.0,0.42,3.72,0.0
20180202:0210,0.0,0.0,0.0,0.52,3.93,0.0
20180202:0310,0.0,0.0,0.0,0.54,4.14,0.0
20180202:0410,0.0,0.0,0.0,0.49,4.21,0.0
20180202:0510,0.0,0.0,0.0,0.51,4.28,0.0
20180202:0610,0.0,0.0,0.0,0.71,4.21,0.0
20180202:0710,0.0,0.0,0.0,1.62,4.34,0.0
20180202:0810,49.0,15.0,7.61,2.5,4.55,0.0
20180202:0910,262.4,44.0,14.25,2.58,4.76,0.0
20180202:1010,428.3,64.0,19.13,2.69,4.07,0.0
20180202:1110,1467.0,181.0,21.81,2.46,4.14,0.0
20180202:1210,1542.0,190.0,22.01,3.68,5.45,0.0
20180202:1310,341.4,54.0,19.71,4.26,3.79,0.0
20180202:1410,1127.8,149.0,15.15,4.82,3.17,0.0
20180202:1510,523.1,83.0,8.77,4.85,2.76,0.0
20180202:1610,0.0,0.0,0.0,4.21,2.48,0.0
20180202:1710,0.0,0.0,0.0,3.38,2.34,0.0
20180202:1810,0.0,0.0,0.0,2.88,2.34,0.0
20180202:1910,0.0,0.0,0.0,2.41,2.34,0.0
20180202:2010,0.0,0.0,0.0,2.09,2.41,0.0
20180202:2110,0.0,0.0,0.0,1.78,2.41,0.0
20180202:2210,0.0,0.0,0.0,2.03,2.28,0.0
20180202:2310,0.0,0.0,0.0,2.19,2.21,0.0
20180203:0010,0.0,0.0,0.0,2.21,2.0,0.0
20180203:0110,0.0,0.0,0.0,2.08,2.0,0.0
20180203:0210,0.0,0.0,0.0,1.94,2.07,0.0
20180203:0310,0.0,0.0,0.0,1.68,2.41,0.0
20180203:0410,0.0,0.0,0.0,1.37,2.28,0.0
20180203:0510,0.0,0.0,0.0,0.71,2.28,0.0
20180203:0610,0.0,0.0,0.0,0.3,1.93,0.0
20180203:0710,0.0,0.0,0.0,-0.13,1.59,0.0
20180203:0810,283.6,47.0,7.84,-0.04,1.31,0.0
20180203:0910,585.6,82.0,14.5,1.05,2.07,0.0
20180203:1010,2103.9,260.01,19.4,2.09,2.48,0.0
20180203:1110,2135.2,259.0,22.1,3.03,2.62,0.0
20180203:1210,896.5,118.0,22.31,3.8,2.83,0.0
20180203:1310,1382.5,174.0,20.0,4.39,2.83,0.0
20180203:1410,243.4,42.0,15.43,4.77,2.76,0.0
20180203:1510,675.1,112.01,9.04,4.71,2.41,0.0
20180203:1610,0.0,0.0,0.0,4.07,1.66,0.0
20180203:1710,0.0,0.0,0.0,3.19,1.45,0.0
20180203:1810,0.0,0.0,0.0,2.4,1.59,0.0
20180203:1910,0.0,0.0,0.0,1.39,1.59,0.0
20180203:2010,0.0,0.0,0.0,0.8,1.66,0.0
20180203:2110,0.0,0.0,0.0,0.4,1.66,0.0
20180203:2210,0.0,0.0,0.0,0.89,1.52,0.0
20180203:2310,0.0,0.0,0.0,1.13,1.59,0.0
20180204:0010,0.0,0.0,0.0,0.99,1.72,0.0
20180204:0110,0.0,0.0,0.0,0.95,1.66,0.0
20180204:0210,0.0,0.0,0.0,0.67,2.34,0.0
20180204:0310,0.0,0.0,0.0,0.29,2.69,0.0
20180204:0410,0.0,0.0,0.0,-0.06,2.9,0.0
20180204:0510,0.0,0.0,0.0,-0.66,2.97,0.0
20180204:0610,0.0,0.0,0.0,-1.21,2.83,0.0
20180204:0710,0.0,0.0,0.0,-1.52,2.9,0.0
20180204:0810,330.4,53.0,8.08,-1.8,2.55,0.0
20180204:0910,1187.7,153.0,14.76,-1.28,3.17,0.0
20180204:1010,645.9,88.0,19.68,-0.65,3.24,0.0
20180204:1110,1588.9,193.0,22.39,0.19,3.03,0.0
20180204:1210,963.8,124.0,22.61,0.74,3.1,0.0
20180204:1310,169.3,32.0,20.3,1.2,3.17,0.0
20180204:1410,1140.7,147.0,15.72,1.26,3.24,0.0
20180204:1510,565.9,85.0,9.31,1.09,3.31,0.0
20180204:1610,0.0,0.0,0.0,0.44,2.9,0.0
20180204:1710,0.0,0.0,0.0,-0.38,2.55,0.0
20180204:1810,0.0,0.0,0.0,-1.16,2.55,0.0
20180204:1910,0.0,0.0,0.0,-1.6,2.76,0.0
20180204:2010,0.0,0.0,0.0,-1.8,2.62,0.0
20180204:2110,0.0,0.0,0.0,-2.07,2.48,0.0
20180204:2210,0.0,0.0,0.0,-2.4,2.41,0.0
20180204:2310,0.0,0.0,0.0,-2.65,2.48,0.0
20180205:0010,0.0,0.0,0.0,-2.62,2.48,0.0
20180205:0110,0.0,0.0,0.0,-2.68,2.55,0.0
20180205:0210,0.0,0.0,0.0,-2.63,2.55,0.0
20180205:0310,0.0,0.0,0.0,-2.68,2.55,0.0
20180205:0410,0.0,0.0,0.0,-2.68,2.62,0.0
20180205:0510,0.0,0.0,0.0,-2.56,2.76,0.0
20180205:0610,0.0,0.0,0.0,-2.52,2.76,0.0
20180205:0710,0.0,0.0,0.0,-2.7,2.41,0.0
20180205:0810,642.8,112.01,8.33,-2.22,2.28,0.0
20180205:0910,1773.4,237.01,15.02,-0.86,2.97,0.0
20180205:1010,2801.5,346.01,19.96,0.59,3.66,0.0
20180205:1110,3201.1,384.01,22.69,1.71,3.79,0.0
20180205:1210,3304.2,398.02,22.91,2.54,3.66,0.0
20180205:1310,2897.6,359.01,20.6,2.99,3.52,0.0
20180205:1410,1991.3,267.01,16.01,3.12,3.66,0.0
20180205:1510,823.5,141.01,9.58,2.81,3.52,0.0
20180205:1610,0.0,0.0,0.0,1.77,2.97,0.0
20180205:1710,0.0,0.0,0.0,0.25,2.97,0.0
20180205:1810,0.0,0.0,0.0,-0.73,2.97,0.0
20180205:1910,0.0,0.0,0.0,-1.38,3.45,0.0
20180205:2010,0.0,0.0,0.0,-1.76,3.45,0.0
20180205:2110,0.0,0.0,0.0,-2.0,3.24,0.0
20180205:2210,0.0,0.0,0.0,-2.22,3.03,0.0
20180205:2310,0.0,0.0,0.0,-2.45,2.9,0.0
20180206:0010,0.0,0.0,0.0,-2.66,2.83,0.0
20180206:0110,0.0,0.0,0.0,-2.84,2.83,0.0
20180206:0210,0.0,0.0,0.0,-3.01,2.76,0.0
20180206:0310,0.0,0.0,0.0,-3.13,2.69,0.0
20180206:0410,0.0,0.0,0.0,-3.17,2.69,0.0
20180206:0510,0.0,0.0,0.0,-3.09,2.69,0.0
20180206:0610,0.0,0.0,0.0,-2.85,2.69,0.0
20180206:0710,0.0,0.0,0.0,-1.87,2.9,0.0
20180206:0810,426.5,66.0,8.58,-1.49,2.69,0.0
20180206:0910,1644.1,215.01,15.29,-0.71,3.31,0.0
20180206:1010,1174.0,147.0,20.25,-0.07,3.52,0.0
20180206:1110,1020.4,130.0,22.99,0.31,3.24,0.0
20180206:1210,1072.9,136.0,23.22,0.66,3.03,0.0
20180206:1310,406.0,61.0,20.9,0.91,2.76,0.0
20180206:1410,313.4,50.0,16.3,1.01,2.62,0.0
20180206:1510,681.6,102.0,9.86,1.06,2.55,0.0
20180206:1610,0.0,0.0,0.0,0.61,1.79,0.0
20180206:1710,0.0,0.0,0.0,0.19,1.86,0.0
20180206:1810,0.0,0.0,0.0,-0.01,1.86,0.0
20180206:1910,0.0,0.0,0.0,-0.7,1.66,0.0
